"id";"wind_direction";"spot";"wind_speed";"fact_shape";"date";"description";"wide_probability";"barrel_probability";"closing_probability";"lineup_probability";"period";"swell_direction";"swell_size"
127;"Nordeste";"Canal da Barra";"Vento Fresco";"Fechando";"2020-04-28 17:00:00";"P(Fechando|<Canal da Barra, Nordeste, Vento Fresco, 7, Leste, Um a um metro e meio>) = 0,00003/0,00005 = 0,54748P(Cavado|<Canal da Barra, Nordeste, Vento Fresco, 7, Leste, Um a um metro e meio>) = 0,00000/0,00005 = 0,05964P(Alinhado|<Canal da Barra, Nordeste, Vento Fresco, 7, Leste, Um a um metro e meio>) = 0,00000/0,00005 = 0,00000P(Onda gorda|<Canal da Barra, Nordeste, Vento Fresco, 7, Leste, Um a um metro e meio>) = 0,00002/0,00005 = 0,39288";0.3928771608405364;0.059642466945995655;0.5474803722134679;0.0;"7.5";"Leste";"Um a um metro e meio"
128;"Norte";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-04-29 07:00:00";"P(Fechando|<Canal da Barra, Nordeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00005/0,00009 = 0,62776P(Cavado|<Canal da Barra, Nordeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00001/0,00009 = 0,08592P(Alinhado|<Canal da Barra, Nordeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00000/0,00009 = 0,00000P(Onda gorda|<Canal da Barra, Nordeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00002/0,00009 = 0,28631";0.2863131204457126;0.0859239413498041;0.6277629382044833;0.0;"8.1";"Leste";"Um a um metro e meio"
129;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Fechando";"2020-04-29 09:00:00";"P(Fechando|<Canal da Barra, Norte, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00006/0,00021 = 0,30236P(Cavado|<Canal da Barra, Norte, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00008/0,00021 = 0,38311P(Alinhado|<Canal da Barra, Norte, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00000/0,00021 = 0,00802P(Onda gorda|<Canal da Barra, Norte, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00006/0,00021 = 0,30651";0.30650584977347595;0.3831119194734903;0.3023640685684535;0.008018162184580362;"8.1";"Leste";"Um a um metro e meio"
130;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-04-29 11:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00010/0,00030 = 0,33212P(Cavado|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00013/0,00030 = 0,43417P(Alinhado|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00000/0,00030 = 0,00545P(Onda gorda|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00007/0,00030 = 0,22826";0.22826131711940195;0.43416961227765893;0.3321170203952982;0.005452050207641001;"8.1";"Leste";"Um a um metro e meio"
131;"Noroeste";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-04-29 13:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00010/0,00030 = 0,33212P(Cavado|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00013/0,00030 = 0,43417P(Alinhado|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00000/0,00030 = 0,00545P(Onda gorda|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00007/0,00030 = 0,22826";0.22826131711940195;0.43416961227765893;0.3321170203952982;0.005452050207641001;"8.1";"Leste";"Um a um metro e meio"
132;"Sudoeste";"Canal da Barra";"Vento Fresco";"Fechando";"2020-04-29 16:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00009/0,00023 = 0,36940P(Cavado|<Canal da Barra, Noroeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00007/0,00023 = 0,31300P(Alinhado|<Canal da Barra, Noroeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00000/0,00023 = 0,00472P(Onda gorda|<Canal da Barra, Noroeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00007/0,00023 = 0,31289";0.3128871286978753;0.31299642914830367;0.3693999289803354;0.004716513173485524;"8.1";"Nordeste";"Um a um metro e meio"
133;"Oeste";"Canal da Barra";"Aragem";"Fechando";"2020-04-30 06:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Fresco, 8, Nordeste, Um a um metro e meio>) = 0,00008/0,00029 = 0,28484P(Cavado|<Canal da Barra, Sudoeste, Vento Fresco, 8, Nordeste, Um a um metro e meio>) = 0,00012/0,00029 = 0,41235P(Alinhado|<Canal da Barra, Sudoeste, Vento Fresco, 8, Nordeste, Um a um metro e meio>) = 0,00001/0,00029 = 0,01863P(Onda gorda|<Canal da Barra, Sudoeste, Vento Fresco, 8, Nordeste, Um a um metro e meio>) = 0,00008/0,00029 = 0,28418";0.28418247573919936;0.41234820559818025;0.28484398499011093;0.018625333672509438;"7.6";"Nordeste";"Meio a um metro"
134;"Sudoeste";"Canal da Barra";"Vento Moderado";"Cavado";"2020-04-30 09:00:00";"P(Fechando|<Canal da Barra, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00006/0,00021 = 0,29842P(Cavado|<Canal da Barra, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00000/0,00021 = 0,01913P(Alinhado|<Canal da Barra, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00001/0,00021 = 0,05795P(Onda gorda|<Canal da Barra, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00013/0,00021 = 0,62450";0.6244981362326344;0.019132853709496772;0.29841604860814175;0.05795296144972712;"7.6";"Nordeste";"Meio a um metro"
135;"Sul";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-04-30 11:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00045/0,00193 = 0,23371P(Cavado|<Canal da Barra, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00041/0,00193 = 0,21314P(Alinhado|<Canal da Barra, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00008/0,00193 = 0,04247P(Onda gorda|<Canal da Barra, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00098/0,00193 = 0,51067";0.5106739961062131;0.2131434543133146;0.23370843886387324;0.042474110716599005;"7.5";"Nordeste";"Meio a um metro"
136;"Sudeste";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-04-30 15:00:00";"P(Fechando|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00035/0,00121 = 0,28654P(Cavado|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00020/0,00121 = 0,16745P(Alinhado|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00000/0,00121 = 0,00338P(Onda gorda|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00066/0,00121 = 0,54264";0.542635255856504;0.167446253984925;0.2865372185338811;0.0033812716246898757;"7.5";"Nordeste";"Meio a um metro"
137;"Sudeste";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-04-30 17:00:00";"P(Fechando|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00006/0,00063 = 0,09761P(Cavado|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00002/0,00063 = 0,03436P(Alinhado|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00003/0,00063 = 0,04878P(Onda gorda|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00052/0,00063 = 0,81926";0.8192551492820155;0.034357412129316284;0.0976056625479632;0.048781776040705035;"7.5";"Nordeste";"Meio a um metro"
138;"Sul";"Canal da Barra";"Vento Moderado";"Fechando";"2020-05-02 07:00:00";"P(Fechando|<Canal da Barra, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00004/0,00046 = 0,09431P(Cavado|<Canal da Barra, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00001/0,00046 = 0,02939P(Alinhado|<Canal da Barra, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00001/0,00046 = 0,02671P(Onda gorda|<Canal da Barra, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00039/0,00046 = 0,84958";0.8495833166767519;0.029394169135512425;0.094312241220276;0.026710272967459724;"12.3";"Leste";"Flat"
139;"Sul";"Canal da Barra";"Vento Fresco";"Cavado";"2020-05-02 10:00:00";"P(Fechando|<Canal da Barra, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00002/0,00008 = 0,27587P(Cavado|<Canal da Barra, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00003/0,00008 = 0,40218P(Alinhado|<Canal da Barra, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00000/0,00008 = 0,00000P(Onda gorda|<Canal da Barra, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00003/0,00008 = 0,32195";0.32194556859943696;0.4021839582439636;0.27587047315659946;0.0;"12.3";"Leste";"Flat"
140;"Sul";"Canal da Barra";"Vento Fresco";"Fechando";"2020-05-02 15:00:00";"P(Fechando|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00002/0,00005 = 0,28222P(Cavado|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00002/0,00005 = 0,36430P(Alinhado|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00000/0,00005 = 0,00000P(Onda gorda|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00002/0,00005 = 0,35348";0.35347803463334954;0.36429958171240834;0.28222238365424224;0.0;"12.0";"Leste";"Meio a um metro"
141;"Sul";"Canal da Barra";"Vento Fresco";"Fechando";"2020-05-02 17:00:00";"P(Fechando|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00010/0,00027 = 0,37007P(Cavado|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00013/0,00027 = 0,48725P(Alinhado|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00000/0,00027 = 0,00000P(Onda gorda|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00004/0,00027 = 0,14267";0.14267389846356143;0.48725318738210677;0.3700729141543318;0.0;"9.1";"Nordeste";"Meio a um metro"
142;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-05-03 07:00:00";"P(Fechando|<Canal da Barra, Sul, Vento Fresco, 9, Nordeste, Meio a um metro>) = 0,00005/0,00016 = 0,33403P(Cavado|<Canal da Barra, Sul, Vento Fresco, 9, Nordeste, Meio a um metro>) = 0,00001/0,00016 = 0,09063P(Alinhado|<Canal da Barra, Sul, Vento Fresco, 9, Nordeste, Meio a um metro>) = 0,00000/0,00016 = 0,00427P(Onda gorda|<Canal da Barra, Sul, Vento Fresco, 9, Nordeste, Meio a um metro>) = 0,00009/0,00016 = 0,57107";0.5710729342282141;0.09062822355057269;0.3340286750605783;0.004270167160634786;"11.4";"Leste";"Meio a um metro"
143;"Sudoeste";"Canal da Barra";"Vento Fresco";"Fechando";"2020-05-03 11:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00020/0,00048 = 0,42218P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00008/0,00048 = 0,15953P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00048 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00020/0,00048 = 0,41830";0.4182977144628898;0.15952628316210707;0.42217600237500313;0.0;"11.4";"Leste";"Meio a um metro"
144;"Sul";"Canal da Barra";"Vento Moderado";"Fechando";"2020-05-03 15:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00017/0,00042 = 0,40552P(Cavado|<Canal da Barra, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00004/0,00042 = 0,09932P(Alinhado|<Canal da Barra, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00042 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00021/0,00042 = 0,49517";0.495166117547651;0.0993166940935884;0.40551718835876066;0.0;"11.4";"Leste";"Meio a um metro"
145;"Sudeste";"Canal da Barra";"Vento Moderado";"Fechando";"2020-05-03 17:00:00";"P(Fechando|<Canal da Barra, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00027/0,00056 = 0,47193P(Cavado|<Canal da Barra, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00005/0,00056 = 0,09447P(Alinhado|<Canal da Barra, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00056 = 0,00000P(Onda gorda|<Canal da Barra, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00024/0,00056 = 0,43360";0.433600235665418;0.09446960960169579;0.47193015473288613;0.0;"11.4";"Leste";"Meio a um metro"
146;"Noroeste";"Canal da Barra";"Vento Fraco";"Fechando";"2020-05-04 07:00:00";"P(Fechando|<Canal da Barra, Sudeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00003/0,00018 = 0,18258P(Cavado|<Canal da Barra, Sudeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00018 = 0,01949P(Alinhado|<Canal da Barra, Sudeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00018 = 0,00000P(Onda gorda|<Canal da Barra, Sudeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00015/0,00018 = 0,79793";0.7979321825915872;0.019491998839199397;0.18257581856921354;0.0;"11.0";"Leste";"Meio a um metro"
147;"Noroeste";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-05-04 11:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00008/0,00024 = 0,30998P(Cavado|<Canal da Barra, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00001/0,00024 = 0,04567P(Alinhado|<Canal da Barra, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00000/0,00024 = 0,00000P(Onda gorda|<Canal da Barra, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00016/0,00024 = 0,64435";0.6443493655588949;0.04566586514292049;0.3099847692981847;0.0;"10.8";"Leste";"Meio a um metro"
148;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-05-04 14:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00023/0,00072 = 0,32147P(Cavado|<Canal da Barra, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00004/0,00072 = 0,04903P(Alinhado|<Canal da Barra, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00072 = 0,00000P(Onda gorda|<Canal da Barra, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00046/0,00072 = 0,62950";0.6294982024592575;0.0490296146197305;0.32147218292101193;0.0;"10.9";"Leste";"Meio a um metro"
149;"Norte";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-05-04 17:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00019/0,00056 = 0,34322P(Cavado|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00004/0,00056 = 0,07151P(Alinhado|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00056 = 0,00000P(Onda gorda|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00033/0,00056 = 0,58528";0.585276953678322;0.07150802395917673;0.34321502236250134;0.0;"10.9";"Leste";"Meio a um metro"
150;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-05-05 07:00:00";"P(Fechando|<Canal da Barra, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00012/0,00044 = 0,26903P(Cavado|<Canal da Barra, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00002/0,00044 = 0,05433P(Alinhado|<Canal da Barra, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00044 = 0,00000P(Onda gorda|<Canal da Barra, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00030/0,00044 = 0,67664";0.6766447843754033;0.05432676988825174;0.2690284457363449;0.0;"11.2";"Leste";"Meio a um metro"
151;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Fechando";"2020-05-05 08:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00019/0,00056 = 0,34322P(Cavado|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00004/0,00056 = 0,07151P(Alinhado|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00056 = 0,00000P(Onda gorda|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00033/0,00056 = 0,58528";0.585276953678322;0.07150802395917673;0.34321502236250134;0.0;"11.2";"Leste";"Meio a um metro"
152;"Sul";"Canal da Barra";"Vento Forte";"Cavado";"2020-05-06 13:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00019/0,00056 = 0,34322P(Cavado|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00004/0,00056 = 0,07151P(Alinhado|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00056 = 0,00000P(Onda gorda|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00033/0,00056 = 0,58528";0.585276953678322;0.07150802395917673;0.34321502236250134;0.0;"10.3";"Leste";"Meio a um metro"
153;"Sul";"Canal da Barra";"Vento Forte";"Fechando";"2020-05-06 15:00:00";"P(Fechando|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00004/0,00007 = 0,62315P(Cavado|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00002/0,00007 = 0,28716P(Alinhado|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00000/0,00007 = 0,00000P(Onda gorda|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00001/0,00007 = 0,08969";0.08969024100691021;0.2871617742341967;0.623147984758893;0.0;"10.2";"Leste";"Meio a um metro"
154;"Sul";"Canal da Barra";"Vento Forte";"Fechando";"2020-05-06 17:00:00";"P(Fechando|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00004/0,00007 = 0,62315P(Cavado|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00002/0,00007 = 0,28716P(Alinhado|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00000/0,00007 = 0,00000P(Onda gorda|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00001/0,00007 = 0,08969";0.08969024100691021;0.2871617742341967;0.623147984758893;0.0;"6.7";"Nordeste";"Um a um metro e meio"
155;"Norte";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-05-10 07:00:00";"P(Fechando|<Canal da Barra, Sul, Vento Forte, 7, Nordeste, Um a um metro e meio>) = 0,00002/0,00004 = 0,38125P(Cavado|<Canal da Barra, Sul, Vento Forte, 7, Nordeste, Um a um metro e meio>) = 0,00002/0,00004 = 0,38147P(Alinhado|<Canal da Barra, Sul, Vento Forte, 7, Nordeste, Um a um metro e meio>) = 0,00000/0,00004 = 0,00530P(Onda gorda|<Canal da Barra, Sul, Vento Forte, 7, Nordeste, Um a um metro e meio>) = 0,00001/0,00004 = 0,23198";0.2319766716602976;0.3814716236291091;0.38124689164168457;0.005304813068908666;"8.8";"Leste";"Meio a um metro"
156;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-05-10 10:00:00";"P(Fechando|<Canal da Barra, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00004/0,00013 = 0,28373P(Cavado|<Canal da Barra, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00001/0,00013 = 0,09310P(Alinhado|<Canal da Barra, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00000/0,00013 = 0,01284P(Onda gorda|<Canal da Barra, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00008/0,00013 = 0,61033";0.6103296410051756;0.09310461498288355;0.2837279772158044;0.012837766796136494;"7.6";"Leste";"Meio a um metro"
157;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-05-10 12:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Meio a um metro>) = 0,00038/0,00129 = 0,29668P(Cavado|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Meio a um metro>) = 0,00028/0,00129 = 0,21635P(Alinhado|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Meio a um metro>) = 0,00001/0,00129 = 0,00767P(Onda gorda|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Meio a um metro>) = 0,00062/0,00129 = 0,47930";0.47929958912001736;0.21634633902676656;0.29668324306617083;0.007670828787045326;"4.9";"Leste";"Meio a um metro"
158;"Norte";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-05-10 14:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Leste, Meio a um metro>) = 0,00009/0,00050 = 0,17727P(Cavado|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Leste, Meio a um metro>) = 0,00006/0,00050 = 0,12004P(Alinhado|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Leste, Meio a um metro>) = 0,00001/0,00050 = 0,01324P(Onda gorda|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Leste, Meio a um metro>) = 0,00034/0,00050 = 0,68945";0.6894511023342292;0.12003604794146483;0.17727187522794446;0.013240974496361396;"5.0";"Nordeste";"Meio a um metro"
159;"Sudeste";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-05-10 17:00:00";"P(Fechando|<Canal da Barra, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00004/0,00069 = 0,06281P(Cavado|<Canal da Barra, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00002/0,00069 = 0,02517P(Alinhado|<Canal da Barra, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00001/0,00069 = 0,01186P(Onda gorda|<Canal da Barra, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00062/0,00069 = 0,90016";0.900160203151707;0.025169473306243494;0.06281111962608395;0.011859203915965497;"7.4";"Leste";"Meio a um metro"
160;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-05-11 07:00:00";"P(Fechando|<Canal da Barra, Sudeste, Vento Muito Fresco, 7, Leste, Meio a um metro>) = 0,00003/0,00022 = 0,13692P(Cavado|<Canal da Barra, Sudeste, Vento Muito Fresco, 7, Leste, Meio a um metro>) = 0,00001/0,00022 = 0,05563P(Alinhado|<Canal da Barra, Sudeste, Vento Muito Fresco, 7, Leste, Meio a um metro>) = 0,00001/0,00022 = 0,03068P(Onda gorda|<Canal da Barra, Sudeste, Vento Muito Fresco, 7, Leste, Meio a um metro>) = 0,00017/0,00022 = 0,77677";0.7767722939593568;0.05562736732499799;0.13691953221286834;0.030680806502776856;"5.4";"Norte";"Meio a um metro"
161;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Fechando";"2020-05-11 09:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Norte, Meio a um metro>) = 0,00001/0,00008 = 0,10496P(Cavado|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Norte, Meio a um metro>) = 0,00001/0,00008 = 0,09641P(Alinhado|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Norte, Meio a um metro>) = 0,00000/0,00008 = 0,00000P(Onda gorda|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Norte, Meio a um metro>) = 0,00006/0,00008 = 0,79863";0.7986326787083768;0.09640875762646545;0.10495856366515763;0.0;"5.6";"Norte";"Meio a um metro"
162;"Noroeste";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-05-11 15:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00003/0,00012 = 0,22769P(Cavado|<Canal da Barra, Noroeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00001/0,00012 = 0,08366P(Alinhado|<Canal da Barra, Noroeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00012 = 0,00000P(Onda gorda|<Canal da Barra, Noroeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00009/0,00012 = 0,68866";0.6886578243363032;0.08365574169693897;0.22768643396675772;0.0;"6.2";"Nordeste";"Meio a um metro"
163;"Noroeste";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-05-12 07:00:00";"P(Fechando|<Canal da Barra, Noroeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00023/0,00119 = 0,19684P(Cavado|<Canal da Barra, Noroeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00004/0,00119 = 0,03255P(Alinhado|<Canal da Barra, Noroeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00001/0,00119 = 0,01035P(Onda gorda|<Canal da Barra, Noroeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00090/0,00119 = 0,76026";0.7602575748482955;0.03255203484680832;0.19683745920694182;0.010352931097954432;"6.6";"Nordeste";"Meio a um metro"
