"id";"wind_direction";"spot";"wind_speed";"fact_size";"date";"description";"flat_probability";"small_probability";"medium_probability";"big_probability";"biggest_probability";"period";"swell_direction";"swell_size"
120;"Sul";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-04-27 09:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00074/0,00116 = 0,63869P(Flat|<Canal da Barra, Sul, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00032/0,00116 = 0,27157P(Um a um metro e meio|<Canal da Barra, Sul, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00010/0,00116 = 0,08973";0.2715727183326175;0.6386945235821149;0.08973275808526777;0.0;0.0;"7.8";"Nordeste";"Meio a um metro"
121;"Sul";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-04-27 12:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00068/0,00108 = 0,63090P(Flat|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00034/0,00108 = 0,30981P(Um a um metro e meio|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00006/0,00108 = 0,05929";0.30980976501446394;0.6309007503130476;0.05928948467248855;0.0;0.0;"7.7";"Nordeste";"Meio a um metro"
122;"Sudeste";"Canal da Barra";"Vento Moderado";"Meio a um metro";"2020-04-27 15:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00068/0,00108 = 0,63090P(Flat|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00034/0,00108 = 0,30981P(Um a um metro e meio|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00006/0,00108 = 0,05929";0.30980976501446394;0.6309007503130476;0.05928948467248855;0.0;0.0;"7.7";"Nordeste";"Meio a um metro"
123;"Leste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-04-28 06:00:00";"P(Meio a um metro|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00049/0,00062 = 0,79973P(Flat|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00012/0,00062 = 0,20027P(Um a um metro e meio|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00000/0,00062 = 0,00000";0.2002717009514258;0.7997282990485742;0.0;0.0;0.0;"11.5";"Leste";"Um a um metro e meio"
124;"Nordeste";"Canal da Barra";"Vento Muito Fresco";"Um a um metro e meio";"2020-04-28 09:00:00";"P(Meio a um metro|<Canal da Barra, Leste, Vento Muito Fresco, 12, Leste, Um a um metro e meio>) = 0,00000/0,00001 = 0,49597P(Flat|<Canal da Barra, Leste, Vento Muito Fresco, 12, Leste, Um a um metro e meio>) = 0,00000/0,00001 = 0,50403P(Um a um metro e meio|<Canal da Barra, Leste, Vento Muito Fresco, 12, Leste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000";0.504027936733909;0.49597206326609106;0.0;0.0;0.0;"7.0";"Leste";"Um a um metro e meio"
125;"Nordeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-04-28 11:00:00";"P(Meio a um metro|<Canal da Barra, Nordeste, Vento Muito Fresco, 7, Leste, Um a um metro e meio>) = 0,00004/0,00006 = 0,70507P(Flat|<Canal da Barra, Nordeste, Vento Muito Fresco, 7, Leste, Um a um metro e meio>) = 0,00001/0,00006 = 0,26744P(Um a um metro e meio|<Canal da Barra, Nordeste, Vento Muito Fresco, 7, Leste, Um a um metro e meio>) = 0,00000/0,00006 = 0,02749";0.2674395139180452;0.7050747690175082;0.027485717064446694;0.0;0.0;"7.1";"Leste";"Um a um metro e meio"
126;"Nordeste";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-04-28 14:00:00";"P(Meio a um metro|<Canal da Barra, Nordeste, Vento Muito Fresco, 7, Leste, Um a um metro e meio>) = 0,00004/0,00006 = 0,70507P(Flat|<Canal da Barra, Nordeste, Vento Muito Fresco, 7, Leste, Um a um metro e meio>) = 0,00001/0,00006 = 0,26744P(Um a um metro e meio|<Canal da Barra, Nordeste, Vento Muito Fresco, 7, Leste, Um a um metro e meio>) = 0,00000/0,00006 = 0,02749";0.2674395139180452;0.7050747690175082;0.027485717064446694;0.0;0.0;"7.3";"Leste";"Um a um metro e meio"
127;"Nordeste";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-04-28 17:00:00";"P(Meio a um metro|<Canal da Barra, Nordeste, Vento Fresco, 7, Leste, Um a um metro e meio>) = 0,00004/0,00005 = 0,68300P(Flat|<Canal da Barra, Nordeste, Vento Fresco, 7, Leste, Um a um metro e meio>) = 0,00002/0,00005 = 0,29919P(Um a um metro e meio|<Canal da Barra, Nordeste, Vento Fresco, 7, Leste, Um a um metro e meio>) = 0,00000/0,00005 = 0,01781";0.2991926359100578;0.6829979310801204;0.017809433009821782;0.0;0.0;"7.5";"Leste";"Um a um metro e meio"
128;"Norte";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-04-29 07:00:00";"P(Meio a um metro|<Canal da Barra, Nordeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00005/0,00007 = 0,74046P(Flat|<Canal da Barra, Nordeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00001/0,00007 = 0,15152P(Um a um metro e meio|<Canal da Barra, Nordeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00001/0,00007 = 0,10803";0.1515192374858738;0.7404556050243875;0.10802515748973883;0.0;0.0;"8.1";"Leste";"Um a um metro e meio"
129;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-04-29 09:00:00";"P(Meio a um metro|<Canal da Barra, Norte, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00014/0,00024 = 0,58899P(Flat|<Canal da Barra, Norte, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00001/0,00024 = 0,06183P(Um a um metro e meio|<Canal da Barra, Norte, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00008/0,00024 = 0,34918";0.06182567201852621;0.588990627548738;0.3491837004327358;0.0;0.0;"8.1";"Leste";"Um a um metro e meio"
130;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-04-29 11:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00018/0,00025 = 0,72624P(Flat|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00002/0,00025 = 0,09161P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00005/0,00025 = 0,18216";0.09160686338431573;0.7262371740601002;0.18215596255558406;0.0;0.0;"8.1";"Leste";"Um a um metro e meio"
131;"Noroeste";"Canal da Barra";"Vento Fresco";"Um a um metro e meio";"2020-04-29 13:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00018/0,00025 = 0,72624P(Flat|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00002/0,00025 = 0,09161P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Um a um metro e meio>) = 0,00005/0,00025 = 0,18216";0.09160686338431573;0.7262371740601002;0.18215596255558406;0.0;0.0;"8.1";"Leste";"Um a um metro e meio"
132;"Sudoeste";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-04-29 16:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00017/0,00022 = 0,76135P(Flat|<Canal da Barra, Noroeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00002/0,00022 = 0,11091P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Fresco, 8, Leste, Um a um metro e meio>) = 0,00003/0,00022 = 0,12774";0.1109115898743514;0.7613533827960184;0.12773502732963032;0.0;0.0;"8.1";"Nordeste";"Um a um metro e meio"
133;"Oeste";"Canal da Barra";"Aragem";"Meio a um metro";"2020-04-30 06:00:00";"P(Meio a um metro|<Canal da Barra, Sudoeste, Vento Fresco, 8, Nordeste, Um a um metro e meio>) = 0,00019/0,00026 = 0,72610P(Flat|<Canal da Barra, Sudoeste, Vento Fresco, 8, Nordeste, Um a um metro e meio>) = 0,00004/0,00026 = 0,17030P(Um a um metro e meio|<Canal da Barra, Sudoeste, Vento Fresco, 8, Nordeste, Um a um metro e meio>) = 0,00003/0,00026 = 0,10360";0.1703031797496264;0.7261000591857304;0.10359676106464316;0.0;0.0;"7.6";"Nordeste";"Meio a um metro"
134;"Sudoeste";"Canal da Barra";"Vento Moderado";"Meio a um metro";"2020-04-30 09:00:00";"P(Meio a um metro|<Canal da Barra, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00018/0,00023 = 0,78842P(Flat|<Canal da Barra, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00002/0,00023 = 0,08941P(Um a um metro e meio|<Canal da Barra, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00003/0,00023 = 0,12217";0.08941009257930126;0.7884191322130378;0.12217077520766093;0.0;0.0;"7.6";"Nordeste";"Meio a um metro"
135;"Sul";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-04-30 11:00:00";"P(Meio a um metro|<Canal da Barra, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00138/0,00190 = 0,72511P(Flat|<Canal da Barra, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00044/0,00190 = 0,23058P(Um a um metro e meio|<Canal da Barra, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00008/0,00190 = 0,04431";0.23058426095840026;0.7251086742059646;0.04430706483563526;0.0;0.0;"7.5";"Nordeste";"Meio a um metro"
136;"Sudeste";"Canal da Barra";"Vento Moderado";"Meio a um metro";"2020-04-30 15:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00068/0,00108 = 0,63090P(Flat|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00034/0,00108 = 0,30981P(Um a um metro e meio|<Canal da Barra, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00006/0,00108 = 0,05929";0.30980976501446394;0.6309007503130476;0.05928948467248855;0.0;0.0;"7.5";"Nordeste";"Meio a um metro"
137;"Sudeste";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-04-30 17:00:00";"P(Meio a um metro|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00049/0,00062 = 0,79973P(Flat|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00012/0,00062 = 0,20027P(Um a um metro e meio|<Canal da Barra, Sudeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00000/0,00062 = 0,00000";0.2002717009514258;0.7997282990485742;0.0;0.0;0.0;"7.5";"Nordeste";"Meio a um metro"
138;"Sul";"Canal da Barra";"Vento Moderado";"Flat";"2020-05-02 07:00:00";"P(Meio a um metro|<Canal da Barra, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00035/0,00043 = 0,80685P(Flat|<Canal da Barra, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00008/0,00043 = 0,19315P(Um a um metro e meio|<Canal da Barra, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00000/0,00043 = 0,00000";0.193152429129727;0.806847570870273;0.0;0.0;0.0;"12.3";"Leste";"Flat"
139;"Sul";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-05-02 10:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00003/0,00017 = 0,14939P(Flat|<Canal da Barra, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00014/0,00017 = 0,84992P(Um a um metro e meio|<Canal da Barra, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00000/0,00017 = 0,00069";0.8499241012463149;0.1493874477470824;0.0006884510066026828;0.0;0.0;"12.3";"Leste";"Flat"
140;"Sul";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-05-02 15:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00002/0,00012 = 0,15513P(Flat|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00010/0,00012 = 0,84372P(Um a um metro e meio|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00000/0,00012 = 0,00115";0.843719674764485;0.1551317112354896;0.0011486140000254725;0.0;0.0;"12.0";"Leste";"Meio a um metro"
141;"Sul";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-05-02 17:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00007/0,00018 = 0,41202P(Flat|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00010/0,00018 = 0,57853P(Um a um metro e meio|<Canal da Barra, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00000/0,00018 = 0,00945";0.5785327869399151;0.41202137387584825;0.009445839184236703;0.0;0.0;"9.1";"Nordeste";"Meio a um metro"
142;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-05-03 07:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Fresco, 9, Nordeste, Meio a um metro>) = 0,00007/0,00019 = 0,36188P(Flat|<Canal da Barra, Sul, Vento Fresco, 9, Nordeste, Meio a um metro>) = 0,00012/0,00019 = 0,63812P(Um a um metro e meio|<Canal da Barra, Sul, Vento Fresco, 9, Nordeste, Meio a um metro>) = 0,00000/0,00019 = 0,00000";0.6381203690265883;0.3618796309734118;0.0;0.0;0.0;"11.4";"Leste";"Meio a um metro"
143;"Sudoeste";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-05-03 11:00:00";"P(Meio a um metro|<Canal da Barra, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00037/0,00049 = 0,75516P(Flat|<Canal da Barra, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00012/0,00049 = 0,24484P(Um a um metro e meio|<Canal da Barra, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00049 = 0,00000";0.244836789354204;0.755163210645796;0.0;0.0;0.0;"11.4";"Leste";"Meio a um metro"
144;"Sul";"Canal da Barra";"Vento Moderado";"Meio a um metro";"2020-05-03 15:00:00";"P(Meio a um metro|<Canal da Barra, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00034/0,00047 = 0,72757P(Flat|<Canal da Barra, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00013/0,00047 = 0,27243P(Um a um metro e meio|<Canal da Barra, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00047 = 0,00000";0.2724285468044532;0.7275714531955467;0.0;0.0;0.0;"11.4";"Leste";"Meio a um metro"
145;"Sudeste";"Canal da Barra";"Vento Moderado";"Flat";"2020-05-03 17:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00033/0,00055 = 0,61247P(Flat|<Canal da Barra, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00021/0,00055 = 0,38753P(Um a um metro e meio|<Canal da Barra, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00055 = 0,00000";0.38753046001571434;0.6124695399842858;0.0;0.0;0.0;"11.4";"Leste";"Meio a um metro"
146;"Noroeste";"Canal da Barra";"Vento Fraco";"Meio a um metro";"2020-05-04 07:00:00";"P(Meio a um metro|<Canal da Barra, Sudeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00017/0,00022 = 0,76426P(Flat|<Canal da Barra, Sudeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00005/0,00022 = 0,23574P(Um a um metro e meio|<Canal da Barra, Sudeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00022 = 0,00000";0.23574158469877493;0.7642584153012251;0.0;0.0;0.0;"11.0";"Leste";"Meio a um metro"
147;"Noroeste";"Canal da Barra";"Vento Moderado";"Meio a um metro";"2020-05-04 11:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00020/0,00026 = 0,75521P(Flat|<Canal da Barra, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00006/0,00026 = 0,24479P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00000/0,00026 = 0,00000";0.24479164707187379;0.755208352928126;0.0;0.0;0.0;"10.8";"Leste";"Meio a um metro"
148;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Flat";"2020-05-04 14:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00060/0,00075 = 0,79707P(Flat|<Canal da Barra, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00015/0,00075 = 0,20293P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00075 = 0,00000";0.20293334137557698;0.7970666586244229;0.0;0.0;0.0;"10.9";"Leste";"Meio a um metro"
149;"Norte";"Canal da Barra";"Vento Muito Fresco";"Flat";"2020-05-04 17:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00046/0,00056 = 0,82594P(Flat|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00010/0,00056 = 0,17406P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00056 = 0,00000";0.1740595790522572;0.8259404209477428;0.0;0.0;0.0;"10.9";"Leste";"Meio a um metro"
150;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-05-05 07:00:00";"P(Meio a um metro|<Canal da Barra, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00036/0,00043 = 0,85079P(Flat|<Canal da Barra, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00006/0,00043 = 0,14921P(Um a um metro e meio|<Canal da Barra, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00043 = 0,00000";0.1492054922473224;0.8507945077526776;0.0;0.0;0.0;"11.2";"Leste";"Meio a um metro"
151;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-05-05 08:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00046/0,00056 = 0,82594P(Flat|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00010/0,00056 = 0,17406P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00056 = 0,00000";0.1740595790522572;0.8259404209477428;0.0;0.0;0.0;"11.2";"Leste";"Meio a um metro"
152;"Sul";"Canal da Barra";"Vento Forte";"Meio a um metro";"2020-05-06 13:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00046/0,00056 = 0,82594P(Flat|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00010/0,00056 = 0,17406P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00056 = 0,00000";0.1740595790522572;0.8259404209477428;0.0;0.0;0.0;"10.3";"Leste";"Meio a um metro"
153;"Sul";"Canal da Barra";"Vento Forte";"Meio a um metro";"2020-05-06 15:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00001/0,00003 = 0,40403P(Flat|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00002/0,00003 = 0,59597P(Um a um metro e meio|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00000/0,00003 = 0,00000";0.5959707595174715;0.40402924048252853;0.0;0.0;0.0;"10.2";"Leste";"Meio a um metro"
154;"Sul";"Canal da Barra";"Vento Forte";"Meio a um metro";"2020-05-06 17:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00001/0,00003 = 0,40403P(Flat|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00002/0,00003 = 0,59597P(Um a um metro e meio|<Canal da Barra, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00000/0,00003 = 0,00000";0.5959707595174715;0.40402924048252853;0.0;0.0;0.0;"6.7";"Nordeste";"Um a um metro e meio"
155;"Norte";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-05-10 07:00:00";"P(Meio a um metro|<Canal da Barra, Sul, Vento Forte, 7, Nordeste, Um a um metro e meio>) = 0,00002/0,00003 = 0,62277P(Flat|<Canal da Barra, Sul, Vento Forte, 7, Nordeste, Um a um metro e meio>) = 0,00001/0,00003 = 0,36180P(Um a um metro e meio|<Canal da Barra, Sul, Vento Forte, 7, Nordeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,01543";0.36179962994818554;0.6227742220378729;0.015426148013941524;0.0;0.0;"8.8";"Leste";"Meio a um metro"
156;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-05-10 10:00:00";"P(Meio a um metro|<Canal da Barra, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00007/0,00011 = 0,67180P(Flat|<Canal da Barra, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00004/0,00011 = 0,32820P(Um a um metro e meio|<Canal da Barra, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00000/0,00011 = 0,00000";0.32819904872458594;0.671800951275414;0.0;0.0;0.0;"7.6";"Leste";"Meio a um metro"
157;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Um a um metro e meio";"2020-05-10 12:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Meio a um metro>) = 0,00094/0,00126 = 0,74846P(Flat|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Meio a um metro>) = 0,00015/0,00126 = 0,12236P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Muito Fresco, 8, Leste, Meio a um metro>) = 0,00016/0,00126 = 0,12917";0.1223635781745608;0.7484637981478688;0.12917262367757051;0.0;0.0;"4.9";"Leste";"Meio a um metro"
158;"Norte";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-05-10 14:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Leste, Meio a um metro>) = 0,00030/0,00050 = 0,59105P(Flat|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Leste, Meio a um metro>) = 0,00017/0,00050 = 0,33311P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Leste, Meio a um metro>) = 0,00004/0,00050 = 0,07584";0.3331053272942207;0.5910504683026148;0.07584420440316451;0.0;0.0;"5.0";"Nordeste";"Meio a um metro"
159;"Sudeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-05-10 17:00:00";"P(Meio a um metro|<Canal da Barra, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00030/0,00058 = 0,52941P(Flat|<Canal da Barra, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00017/0,00058 = 0,30009P(Um a um metro e meio|<Canal da Barra, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00010/0,00058 = 0,17050";0.3000896078355371;0.5294109453229198;0.17049944684154322;0.0;0.0;"7.4";"Leste";"Meio a um metro"
160;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-05-11 07:00:00";"P(Meio a um metro|<Canal da Barra, Sudeste, Vento Muito Fresco, 7, Leste, Meio a um metro>) = 0,00018/0,00025 = 0,70224P(Flat|<Canal da Barra, Sudeste, Vento Muito Fresco, 7, Leste, Meio a um metro>) = 0,00007/0,00025 = 0,29776P(Um a um metro e meio|<Canal da Barra, Sudeste, Vento Muito Fresco, 7, Leste, Meio a um metro>) = 0,00000/0,00025 = 0,00000";0.2977602615641526;0.7022397384358473;0.0;0.0;0.0;"5.4";"Norte";"Meio a um metro"
161;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Meio a um metro";"2020-05-11 09:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Norte, Meio a um metro>) = 0,00005/0,00008 = 0,62212P(Flat|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Norte, Meio a um metro>) = 0,00000/0,00008 = 0,03360P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Muito Fresco, 5, Norte, Meio a um metro>) = 0,00003/0,00008 = 0,34427";0.03360091969656814;0.622124862585068;0.3442742177183639;0.0;0.0;"5.6";"Norte";"Meio a um metro"
162;"Noroeste";"Canal da Barra";"Vento Fresco";"Meio a um metro";"2020-05-11 15:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00012/0,00018 = 0,66955P(Flat|<Canal da Barra, Noroeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00018 = 0,01104P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00006/0,00018 = 0,31941";0.011040908229972519;0.6695476629289212;0.3194114288411061;0.0;0.0;"6.2";"Nordeste";"Meio a um metro"
163;"Noroeste";"Canal da Barra";"Vento Moderado";"Meio a um metro";"2020-05-12 07:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00090/0,00119 = 0,75447P(Flat|<Canal da Barra, Noroeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00019/0,00119 = 0,15691P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Fresco, 6, Nordeste, Meio a um metro>) = 0,00011/0,00119 = 0,08862";0.15690634235049328;0.7544729743813137;0.08862068326819324;0.0;0.0;"6.6";"Nordeste";"Meio a um metro"
164;"Noroeste";"Canal da Barra";"Vento Moderado";"Meio a um metro";"2020-05-12 10:00:00";"P(Meio a um metro|<Canal da Barra, Noroeste, Vento Moderado, 7, Nordeste, Meio a um metro>) = 0,00113/0,00166 = 0,68359P(Flat|<Canal da Barra, Noroeste, Vento Moderado, 7, Nordeste, Meio a um metro>) = 0,00050/0,00166 = 0,30248P(Um a um metro e meio|<Canal da Barra, Noroeste, Vento Moderado, 7, Nordeste, Meio a um metro>) = 0,00002/0,00166 = 0,01394";0.3024790269963871;0.6835851036982316;0.013935869305381262;0.0;0.0;"6.6";"Nordeste";"Meio a um metro"
